name,online_order,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
Flavour of Himalaya,Yes,3.7/5,24,Koramangala 5th Block,Quick Bites,Asian,500,Delivery,BTM
Chilld Monk,Yes,3.5/5,8,BTM,Dessert Parlor,"Desserts, Ice Cream",250,Delivery,BTM
Hum Biryani,Yes,3.4/5,17,BTM,Delivery,"Biryani, North Indian",600,Delivery,BTM
Ganesh Restaurant,Yes,3.7/5,51,Koramangala 5th Block,Quick Bites,"Chinese, Street Food",300,Delivery,BTM
Stories,Yes,4.2/5,2192,JP Nagar,"Pub, Casual Dining","American, Chinese, Continental, North Indian","1,200",Delivery,BTM
Paratha Singh Pakora King,Yes,3.7/5,36,Koramangala 6th Block,Quick Bites,"Rajasthani, North Indian, Street Food",300,Delivery,BTM
Eshmeet Da Dhaba,Yes,3.1/5,120,Koramangala 6th Block,Casual Dining,"North Indian, Chinese",500,,
 'RATED\n  Eshmeet Da Dhaba serves The best North Indian Food. Awesome butter chicken, daal makhani, lassi. This restaurant took me back to Punjab. Do try the lassi.. it is the original lassi from Punjab.\nAmbiance is good but the food takes all the credit of the 5 star rating.\n\nThe restaurant is hidden, so better use your zomato app to find the exact location.'), 'RATED\n  Since its very near to my office, whenever i feel like eating some spicy north indian food, tandoori chicken and junglee kabab are best.Went there once, Ambiance is not that great .'),rajma,"aaloo gobhi...I name it and it's awesome.."""")"
Moolehatti Donne Biryani Mane,Yes,3.6/5,218,HSR,Quick Bites,"Biryani, Chinese, North Indian, Kebab",400,Delivery,BTM
Ice Stone Creamery,Yes,3.7/5,42,Jayanagar,Dessert Parlor,"Desserts, Ice Cream",400,Delivery,BTM
Foodiesthan,Yes,3.7/5,59,HSR,Cafe,"Cafe, Fast Food, North Indian",600,Delivery,BTM
Juice Shop,Yes,3.5/5,22,BTM,"Takeaway, Delivery","Juices, Beverages, Ice Cream",150,Delivery,BTM
Asia Kitchen By Mainland China,Yes,4.9/5,2178,Koramangala 5th Block,"Casual Dining, Bar","Asian, Chinese, Thai, Momos","1,500",,
 ('Rated 5.0', 'RATED\n  The Christmas Collection was exotic and succulent.\nWe had special christmas dish of turkey, ('Rated 5.0', 'RATED\n  Awesome asian food restaurant. They do justice to the name of Mainland China. Staffs a super courteous. They suggestions were nice.\n\nFood here is awesome. We went for dinner on weekend. It was decently crowded.\n\nWe order Chicken tom yum soup, pan fried noodles with hot garlic sauce, prawn in white garlis sauce and caramel sponge cake with toffee sauce.\nSoup was a little more sour than expect. starters and main course was just spectacular. Sponge cake was not much spongy but with toffee sauce it just went perfect!')," """"RATED\n  A Bong can do anything but live without Chinese food and this restaurant has its root from Kolkata. I am glad we chose this place for a lunch Buffet on a Sunday. We booked a table in advance so the hassle of waiting was not there. There is Vallet Parking which makes your life easier. Coming to the food part.... I think i never had so many dimsums at one go ever in my life. The starters and the soups are served on the table. The main courses are to be self served. Proper Buffet with no compromise on taste and quality. The variety is great"," with loads of options. Highly recommended. The boys serving you are a delight to talk to. They will feed you as if you are attending a marriage from the bride's side."""")", reservation recommended. We went for buffet option. Limited spread but quality food except crab curry (was stinking and not fresh). Service is quick and starters were awesome. Good options for sweets . Main course is okay .'), ('Rated 5.0'
Hungry Haters,Yes,,0,JP Nagar,Takeaway,"Chinese, North Indian",300,Delivery,BTM
Howrah Bridge,Yes,3.3/5,292,HSR,Casual Dining,"Bengali, Seafood",600,Delivery,BTM
Ghee Positive,Yes,3.8/5,48,Koramangala 8th Block,Quick Bites,"North Indian, Chinese",300,Delivery,BTM
Sarvam,Yes,3.6/5,122,HSR,Casual Dining,"South Indian, Chettinad, Chinese, North Indian, Andhra, Seafood",550,Delivery,BTM
Roll Over,Yes,4.1/5,240,JP Nagar,Dessert Parlor,"Desserts, Ice Cream, Beverages, Fast Food, Sandwich",500,Delivery,BTM
Mockaholic Restro Beer Cafe,Yes,3.9/5,914,JP Nagar,Bar,"North Indian, Chinese, Pizza, BBQ","1,000",Delivery,BTM
The Monalisa Restaurant,Yes,3.3/5,4,Koramangala 5th Block,Quick Bites,Chinese,300,Delivery,BTM
Basmati's Briyani Nation,Yes,NEW,0,HSR,"Takeaway, Delivery","Biryani, Fast Food",350,Delivery,BTM
Marwa Restaurant,Yes,3.5/5,551,Bannerghatta Road,Casual Dining,"North Indian, Chinese, Fast Food, BBQ",600,Delivery,BTM
Tibetan Mother's Kitchen,Yes,4.0/5,957,Koramangala 7th Block,Casual Dining,"Tibetan, Chinese, Momos",500,Delivery,BTM
Pecos Hideout,No,4.0/5,165,BTM,Bar,Finger Food,"1,100",Delivery,BTM
Hanoi - Vietnamese Cuisine,Yes,4.4/5,1796,Koramangala 4th Block,Casual Dining,Vietnamese,"1,000",,
 'RATED\n  Had been there for birthday dinner and the dinner was splendid.\nTheir menu is really unique with varieties of eatables, we tried prawns, vegetable fries and rice paper rolls. All were delicious.\nThe staffs are really humble and at your service all time.'), ('Rated 5.0',chicken item (donÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92t remember the name though ) and fish.Do try Panna Cotta .Food awesome.Will definitely visit again.'), ('Rated 5.0', ('Rated 5.0'," """"RATED\n  This place definitely deserves the rating. Location is hard to miss and the setting is spot on. Servers are polite and helpful. I ordered a chicken meatball soup", I do not have much to compare against and it was just as good. Overall," worth a visit."""")"
Yum In My Tum,Yes,4.1/5,99,BTM,Quick Bites,"Chinese, Continental, Fast Food, Healthy Food",300,Delivery,BTM
Once In Nature,Yes,3.7/5,37,JP Nagar,Quick Bites,Healthy Food,300,Delivery,BTM
Gud Dhani,Yes,4.0/5,827,BTM,Casual Dining,Rajasthani,500,Delivery,BTM
Royal Paris,Yes,3.9/5,68,BTM,Casual Dining,"North Indian, Arabian, Chinese","1,000",Delivery,BTM
What'sinaPita,Yes,3.9/5,231,Koramangala 1st Block,Delivery,"Mediterranean, Middle Eastern, Wraps, Rolls",400,Delivery,BTM
David's Kitchen,Yes,3.5/5,13,BTM,Quick Bites,"North Indian, South Indian, Chinese",200,Delivery,BTM
Daniyal's,Yes,3.1/5,42,BTM,Quick Bites,"North Indian, Biryani, Mughlai, Kebab",800,Delivery,BTM
Smally's Resto Cafe,Yes,4.2/5,1692,Koramangala 5th Block,Cafe,"Cafe, Italian, Burger, American, Steak",650,,
" """"RATED\n  Excellent food. In my mind I just wanted to have a classic burger and chips but we ended up trying many dishes. their meaty fries was so tasty that If i had a better appetite I would have ordered another one. Try their chilli prawns it's just lip smacking. Finely made wid garlic paste and coleslaw. For drinks we had milksmitha"," lemonade and virgin mojito. Virjon mojito was kinda ok only but the other two drinks were perfect. Try their big beef bomb burger as well it's very crispy and sauces are correct quantity . We packed red velvet cupcakes as well. I have no complaints i just wanna go again."""")"," """"RATED\n  It's a cafe located in Koramangla. It's a quiet place", located near to Forum Mall. The food is good,"the service and ambiance needs to improve a lot."""")", ('Rated 4.0', ('Rated 5.0', 'RATED\n  We accidentally ended up at this place first time on a weekend near MG Road. We had the chicken wings, mildly spicy chilly chicken burger and trump chicken burger and also the goan chicken cafreal with rice\n\nThis place is one of the must visits for food junkies\nFood - 4.75/5\nAmbience -4.5/5\nServices 4 25/5\n\nOverall 4.5/5'), ('Rated 5.0'
Tarbouche,Yes,4.0/5,265,Koramangala 5th Block,Kiosk,"Turkish, Rolls",300,Delivery,BTM
Fujian Express,Yes,3.2/5,16,HSR,Quick Bites,"Chinese, Thai, American, Momos",200,Delivery,BTM
Desi Flavours,Yes,3.9/5,121,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, Biryani",400,Delivery,BTM
Swaadam Veg,Yes,3.6/5,34,BTM,Casual Dining,"South Indian, Chinese",300,Delivery,BTM
Bakers77,Yes,4.0/5,36,Jayanagar,"Bakery, Quick Bites","Bakery, Fast Food",400,Delivery,BTM
Mustard Food Court,Yes,3.6/5,163,Koramangala 3rd Block,Casual Dining,"North Indian, Chinese",500,Delivery,BTM
Patiala House,Yes,,0,Koramangala 7th Block,"Takeaway, Delivery","North Indian, Rolls, Chinese, Biryani",300,Delivery,BTM
Once Upon A Flame,Yes,4.5/5,2062,HSR,Casual Dining,"Steak, Continental, Burger, BBQ","1,200",,
 ('Rated 4.0'," """"RATED\n  Location: HSR Layout", desi anyone (dish name with panner," mashed potato and rice) and in drinks we had mojito and chocolate milk shake. Pasta was good and cheesy but other dish was ok ok. Drinks were quite good.\n\nOne time must visit . Recommend.!"""")", 'RATED\n  Ordered for chicken wings, hot flames drink, spaghetti bolognese.\nThe chicken wings were tiny, not much meat, ('Rated 3.0'," """"RATED\n  Located in a busy street of HSR"
Skinz Ooty Chocolate,Yes,,0,Koramangala 8th Block,Dessert Parlor,Desserts,200,Delivery,BTM
Karahi Kitchen,Yes,3.9/5,163,Koramangala 5th Block,Delivery,"Andhra, Biryani, Chinese",300,Delivery,BTM
Nagas,Yes,2.9/5,7,HSR,Quick Bites,"Andhra, Hyderabadi, North Indian",300,Delivery,BTM
Stoned Monkey,Yes,4.1/5,507,Koramangala 6th Block,Dessert Parlor,"Desserts, Ice Cream",500,Delivery,BTM
Chung Wah,Yes,4.0/5,536,Bannerghatta Road,Casual Dining,"Chinese, Thai, Momos, Vietnamese",800,Delivery,BTM
The Shawarma Shop,Yes,4.1/5,381,BTM,Quick Bites,Arabian,250,Delivery,BTM
Nilu Ki Rasoi,Yes,3.7/5,37,BTM,Quick Bites,"North Indian, Chinese",250,Delivery,BTM
New Kabab Zone,Yes,3.7/5,83,Bannerghatta Road,Quick Bites,"North Indian, Fast Food",500,Delivery,BTM
Brownie Heaven,Yes,3.9/5,16,Koramangala 5th Block,Dessert Parlor,Desserts,300,Delivery,BTM
Ruh's Cafe,Yes,4.1/5,464,BTM,Cafe,"Cafe, American, Italian, Continental, Chinese",500,Delivery,BTM
Barbeque Delight,Yes,3.7/5,65,Koramangala 5th Block,Casual Dining,"Arabian, Kerala, North Indian, Chinese, BBQ",800,Delivery,BTM
Milk N Shakes,Yes,3.7/5,45,Koramangala 8th Block,Beverage Shop,Beverages,300,Delivery,BTM
Fritz Haber,Yes,4.1/5,397,HSR,Dessert Parlor,"Ice Cream, Desserts",450,Delivery,BTM
Chicken Corner,Yes,3.7/5,25,BTM,Quick Bites,"Biryani, North Indian, Fast Food, Chinese",400,Delivery,BTM
Bombay Kulfi,Yes,3.8/5,18,Jayanagar,Dessert Parlor,"Desserts, Ice Cream",150,Delivery,BTM
Bangaliana,Yes,3.9/5,452,Koramangala 7th Block,Casual Dining,Bengali,600,Delivery,BTM
Rolla Rappa,Yes,3.6/5,176,HSR,Delivery,"Biryani, Fast Food, Rolls, Momos",400,Delivery,BTM
Still Sipping,Yes,NEW,0,HSR,Cafe,"Cafe, Continental, Coffee",800,Delivery,BTM
Basmati Delights,Yes,4.0/5,869,BTM,Delivery,"Biryani, Chinese, Mughlai, Fast Food, Kebab",500,Delivery,BTM
Tawa Ghar Ka,Yes,3.8/5,331,HSR,Quick Bites,North Indian,350,Delivery,BTM
Uday Sweets,Yes,3.8/5,33,Koramangala 5th Block,Sweet Shop,"Mithai, Fast Food",250,Delivery,BTM
Only Sharjah,Yes,NEW,0,BTM,Beverage Shop,Beverages,200,Delivery,BTM
Chillout,Yes,,0,BTM,Cafe,"Burger, Cafe, Pizza, Fast Food",200,Delivery,BTM
D Fusion,Yes,3.5/5,9,Bommanahalli,Quick Bites,"Fast Food, Chinese",400,Delivery,BTM
Vidya Cafe,Yes,3.2/5,4,JP Nagar,Quick Bites,"Burger, Fast Food, Desserts, Sandwich",300,Delivery,BTM
Mitran Da Junction,Yes,4.1/5,320,Koramangala 6th Block,Quick Bites,North Indian,600,Delivery,BTM
B2D Indori Dhaba,No,,0,BTM,Quick Bites,North Indian,100,Delivery,BTM
Freshies Gourmet Salads,Yes,3.7/5,17,HSR,"Takeaway, Delivery","Salad, Healthy Food",350,Delivery,BTM
Bansuri Sweets,No,3.8/5,110,BTM,Quick Bites,"Street Food, North Indian",200,Delivery,BTM
Lassi Darbar,Yes,3.6/5,11,BTM,Beverage Shop,"Ice Cream, Juices, Beverages",200,Delivery,BTM
Lot Like Crepes,Yes,4.7/5,1022,Koramangala 7th Block,"Cafe, Dessert Parlor","Cafe, Desserts, Continental",550,Delivery,BTM
Gramin,Yes,4.3/5,3447,Koramangala 7th Block,Casual Dining,North Indian,600,,
 'RATED\n  For absolute veg food lovers.\n\nA delicious review is coming soon.\nStay tuned.\n\nPlace - Gramin\nLocation - near 5th block, kormangala, methi roti, kulcha, buttermilk, gulab Jamun\n\nRestaurant - 4.5 ( for absolutely veg lovers)\nDish featured - 4.5\nFlavours - 4.5\nService - quick & friendly\nOverall - ? ? ? ? ?'), 'RATED\n  A good place for foodies if you are a vegetarian. Authentic taste. Must try bhindi and baingan ka bharta. And shikanji was ?? A must place to take your family. Pre table reservation is highly recommended.'), ('Rated 4.0', comfortable seating, music is played but not too loud. Lighting also at optimum level.\n\nFood: Gramin is famous for authetic North Indian flavours. I was looking for same and did not get disappointed.\n\nOrdered mix veg soup
Tenzin Kitchen,Yes,4.2/5,522,Koramangala 7th Block,Quick Bites,"Tibetan, Chinese, Momos",450,Delivery,BTM
Raichur Biryani House,Yes,3.8/5,283,HSR,Quick Bites,"Biryani, North Indian, Chinese",400,,
 'RATED\n  This is one of the best chciken biryani I have tried in bangalore. The chicken is so fresh n tender and d flavor of biryani is jus mouth watering.'), ('Rated 3.5', was not that great (less spicy) but good if you want little plain biryani (less masala). The curry provided with the biryani was tasty, although the raita was very thin!! Overall ok but not good!!')," """"RATED\n  Don't know why but my friends like biryani served over here", I always get a upset stomach after consuming food from this place.\nBiryanis are good , ('Rated 2.5', 'RATED\n  We often come here for our afternoon meal and the best dish that comes in your plate here is biriyani for sure. We have tried other gravy dishes with chapatis but the biriyanis will take your heart away.\n\nYou guys need to work really very hard on the ambiance, 'RATED\n  Have been constantly ordering from this place ever since I moved to the neighbourhood. Perfect delivery place quick service. Tasty food at an affordable price. Kebabs are Yum. The biryani also spicy but pretty good. Would definitely recommend.'), ('Rated 2.5'
Yummerica Fries,No,3.3/5,16,BTM,Quick Bites,"Fast Food, Beverages",300,Delivery,BTM
Hot Burg,Yes,3.5/5,51,Bannerghatta Road,Quick Bites,"Fast Food, Juices",200,Delivery,BTM
Willys Top Cafe,Yes,4.0/5,310,Jayanagar,Cafe,"Cafe, Continental, Asian",750,Delivery,BTM
New Prashanth Hotel,Yes,3.6/5,142,Jayanagar,Casual Dining,"South Indian, Biryani, Chinese, North Indian",750,Delivery,BTM
Laziz Pizza,Yes,3.8/5,41,Koramangala 7th Block,Quick Bites,"Fast Food, Burger, Pizza",400,Delivery,BTM
Al Hayath,No,3.5/5,17,BTM,Quick Bites,"North Indian, Chinese",200,Delivery,BTM
Khaja Point,No,NEW,0,BTM,Quick Bites,"North Indian, Chinese, Biryani",300,Delivery,BTM
Kumarakom,Yes,3.8/5,1166,HSR,Casual Dining,"Kerala, Seafood, South Indian, North Indian, Chinese",600,Delivery,BTM
Babu Moshai,Yes,3.1/5,43,Bannerghatta Road,Quick Bites,"Fast Food, Bengali",500,Delivery,BTM
Shanghai Court,Yes,4.2/5,421,Bannerghatta Road,Casual Dining,"Chinese, Thai",700,Delivery,BTM
Ascharya Hotel,Yes,3.4/5,11,Koramangala 5th Block,Quick Bites,"Mangalorean, South Indian",300,Delivery,BTM
Dev's Gugababa,Yes,3.5/5,177,BTM,Quick Bites,"Bengali, North Indian, Chinese",500,Delivery,BTM
DinePost9,Yes,3.9/5,226,Koramangala 1st Block,Delivery,"North Indian, South Indian, Chinese, Continental",450,Delivery,BTM
WAFL Co,Yes,4.3/5,50,Koramangala 5th Block,Dessert Parlor,"Desserts, Beverages",400,Delivery,BTM
Oh My Biryani,Yes,3.7/5,439,HSR,"Takeaway, Delivery","Biryani, North Indian",550,Delivery,BTM
Kinpeetos,Yes,3.9/5,64,Koramangala 5th Block,Quick Bites,"Lebanese, Greek",300,Delivery,BTM
Pipabu,Yes,3.8/5,74,Koramangala 4th Block,Casual Dining,"Continental, Italian, Chinese",750,Delivery,BTM
Chun Li,Yes,,0,Koramangala 6th Block,Quick Bites,Chinese,300,Delivery,BTM
Nutri Fit,Yes,3.4/5,5,HSR,"Takeaway, Delivery",Healthy Food,300,Delivery,BTM
Punjabi by Nature 2.0,Yes,4.2/5,3230,BTM,"Casual Dining, Microbrewery",North Indian,"1,600",Delivery,BTM
Curry Leaves,Yes,3.8/5,232,Jayanagar,Casual Dining,"Andhra, North Indian, Chinese",600,,
" """"RATED\n  Why did I even choose this place when I hate...! Sorry it was time constrain and I was disappointed for the 2nd time. I don't want to disappoint myself ordering biriyani so went with meals. Rice was not hot and it was WARM. And I ordered Guntur chicken gravy and that disappointed me very badly. Lots of colors which was there in my hand for a day.very bad taste and everything is bad here. And I would recommend some other restaurant for Andhra food. I don't like to rate this place and I'm not up for a bad review to pen down but annoyed me decided to do this"""")", ('Rated 3.5',13 & 14th. SO I ordered online and total bill amount displayed in Zomato as 446/- after 109 discount, but the curry Leaves bill was 545/- ( 545 was the before discount !) ! ?\nFeel cheated though it is 100/- ! ! !  I generally order through FoodPanda, I ordered in Zomato.'), ('Rated 3.0', ('Rated 4.0'," """"RATED\n  Good Andhra style food!\n\nI have been to this place quite a few times and after today's visit", we finally agreed upon Curry Leaves. Phew! Hectic eh!! ;p\n\nWe ordered 2 Andhra meals and a Mushroom Pepper fry. The few best things about this place - their quick service, friendly staffs and taste of the food.\n\nThe Andhra meals comes with an unlimited options and had items like rice
Biryani Miya,Yes,3.7/5,37,JP Nagar,Delivery,"Biryani, North Indian",600,Delivery,BTM
Abhiruchi Hotel,Yes,3.2/5,12,Bommanahalli,Casual Dining,"North Indian, South Indian, Chinese",500,Delivery,BTM
Ishta Cafe,Yes,3.9/5,41,Jayanagar,Quick Bites,"Pizza, South Indian, Healthy Food",500,Delivery,BTM
Olives Restaurant,Yes,,0,HSR,Quick Bites,"South Indian, Chinese, North Indian",400,Delivery,BTM
D View Cafe,Yes,4.0/5,508,JP Nagar,"Cafe, Quick Bites","Cafe, Italian, Chinese, Beverages","1,000",Delivery,BTM
Mr. Cane,Yes,,0,Bommanahalli,Beverage Shop,Juices,100,Delivery,BTM
Chai Culture,Yes,3.6/5,8,Jayanagar,Beverage Shop,Beverages,200,Delivery,BTM
Ambara Gardenia,Yes,3.8/5,256,Bannerghatta Road,Casual Dining,"Andhra, North Indian, Chinese, Seafood",800,Delivery,BTM
Nellore Ruchulu,Yes,3.7/5,31,Bannerghatta Road,Casual Dining,"North Indian, South Indian, Chinese",800,Delivery,BTM
Brewsky,Yes,4.4/5,4315,JP Nagar,Microbrewery,"Continental, American","1,600",Delivery,BTM
Stoner,Yes,4.5/5,2594,Koramangala 5th Block,"Dessert Parlor, Cafe","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,Delivery,BTM
Baba Chatkora,Yes,4.2/5,820,Koramangala 6th Block,Casual Dining,North Indian,"1,000",Delivery,BTM
The Rasoiya Street,Yes,4.1/5,1318,HSR,Casual Dining,"North Indian, Continental, Mediterranean, Chinese",800,,
" """"RATED\n  I have been to this place many times now. Went again for lunch today. The rush was pretty high and it took them 15 mins to get us a table.\nHowever", after that, as usual.\nHad roast tomato soup, mangolian baby corn, paneer lahori and a fresh lime soda. All of them were pretty decent. The soup could be a bit thicker and the fresh lime soda a bit better," although I'm only nitpicking now. ?\nIts pretty value for money also. ?\n\nMy ratings would be:\nFood : 4.5/5\nAmbience : 3/5 (Music was pretty loud)"""")"," """"RATED\n  Went here on Friday night", as we are fan of their masala pav. So we ordered masala pav and achari paneer Tikka. Both the things were nice, ('Rated 4.0', 'RATED\n  The ambience is nice and gives you a homely vibe. The music collection they have is great
Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,4.3/5,1101,HSR,Cafe,"Cafe, Continental, Pizza, Salad",700,Delivery,BTM
